Vsl,Vsg,VisL,VisG,DenL,DenG,ST,Ang,ID,Flow Pattern
0.006,0.04,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.006,0.1,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.006,0.25,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.006,0.4,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.006,1,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.01,0.04,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.01,0.1,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.01,0.6,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.01,1.5,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.01,0.4,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.01,2.5,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.01,1,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.01,0.25,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.015,0.04,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.015,1,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.015,1.5,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.015,2.5,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.025,1,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.025,1.5,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.025,0.04,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.04,1,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.04,0.04,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.04,1.5,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.06,0.15,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.06,0.4,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.06,0.1,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.06,0.25,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.06,0.06,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.06,0.6,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.06,0.04,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.06,1,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.1,0.15,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.1,0.1,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.1,0.25,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.1,0.04,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.1,0.06,0.001,0.00002,1000,1.8,0.07,0,0.025,SS
0.004,15,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.004,25,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.004,6,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.004,10,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.006,10,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.006,15,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.006,6,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.006,25,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.01,15,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.01,10,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.01,4,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.01,6,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.015,4,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.015,10,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.015,6,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.025,6,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.025,2.5,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.025,10,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.025,4,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.04,4,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.04,6,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.04,2.5,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.04,10,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.06,1.5,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.06,2.5,0.001,0.00002,1000,1.8,0.07,0,0.025,SW
0.4,15,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.1,15,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.25,15,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.06,15,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.15,15,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.04,15,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.025,15,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.015,15,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.56,25,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.25,25,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.15,25,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.4,25,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.01,25,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.06,25,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.1,25,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.025,25,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.04,25,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.015,25,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.6,40,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.004,40,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.4,40,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.006,40,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.25,40,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.15,40,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.1,40,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.01,40,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.025,40,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.06,40,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.015,40,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.04,40,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.06,4,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.06,6,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.06,10,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.1,4,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.1,6,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.1,10,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.15,10,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.25,10,0.001,0.00002,1000,1.8,0.07,0,0.025,A
0.15,0.04,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.25,0.04,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.4,0.04,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.6,0.04,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,0.04,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,0.04,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.15,0.06,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.25,0.06,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,0.06,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,0.06,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.15,0.1,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.25,0.1,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,0.1,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,0.1,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.15,0.15,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.25,0.15,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,0.15,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,0.15,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.15,0.25,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.25,0.25,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,0.25,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,0.25,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.1,0.4,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.15,0.4,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.25,0.4,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,0.4,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,0.4,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.1,0.6,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.15,0.6,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.25,0.6,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.4,0.6,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.6,0.6,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,0.6,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,0.6,0.001,0.00002,1000,1.8,0.07,0,0.025,I
2.5,0.6,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.1,1,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.15,1,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.25,1,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.4,1,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.6,1,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,1,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,1,0.001,0.00002,1000,1.8,0.07,0,0.025,I
2.5,1,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.1,1.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.15,1.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.25,1.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.4,1.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.6,1.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,1.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,1.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
2.5,1.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.1,2.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.15,2.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.25,2.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.4,2.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.6,2.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,2.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,2.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
2.5,2.5,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.15,4,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.25,4,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.4,4,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.6,4,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,4,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,4,0.001,0.00002,1000,1.8,0.07,0,0.025,I
2.5,4,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,6,0.001,0.00002,1000,1.8,0.07,0,0.025,I
2.5,6,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.4,6,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,6,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.25,6,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.6,6,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.15,6,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.4,10,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.6,10,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,10,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,10,0.001,0.00002,1000,1.8,0.07,0,0.025,I
2.5,10,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.6,15,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,15,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,15,0.001,0.00002,1000,1.8,0.07,0,0.025,I
0.68279,25,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,25,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,25,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1,40,0.001,0.00002,1000,1.8,0.07,0,0.025,I
1.5,40,0.001,0.00002,1000,1.8,0.07,0,0.025,I
2.49795,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,DB
4,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,DB
2.49795,0.06,0.001,0.00002,1000,1.8,0.07,0.25,0.025,DB
2.49795,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,DB
4,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,DB
2.49795,0.15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,DB
2.49795,0.25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,DB
4,0.25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,DB
2.49795,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,DB
4,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,DB
4,0.6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,DB
2.49795,0.6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,DB
4,1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,DB
4,1.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,DB
4,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,DB
0.004,3.99879,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.006,3.99879,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.01,3.99879,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.015,3.99879,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.01,6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.006,6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.015,6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.004,6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.004,10,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.006,10,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.01,10,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.015,10,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.025,10,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.01,15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.006,15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.004,15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.015,15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.004,25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.006,25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,SW
0.25,15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.4,15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.025,15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.04,15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.15013,15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.1,15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.06,15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.01,25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.015,25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.025,25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.06,25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.1,25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.15013,25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.25,25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.4,25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.4,25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.004,40,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.006,40,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.01,40,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.015,40,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.025,40,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.04,40,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.06,40,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.1,40,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.15013,40,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.25,40,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.4005,40,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.6,40,0.001,0.00002,1000,1.8,0.07,0.25,0.025,A
0.004,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.006,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.01,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.01501,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.025,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.04,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.06,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.1,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.15646,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.25,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.4,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.6,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1.5,0.04,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1.5,0.06,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,0.06,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.004,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.006,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.00884,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.1,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1.5,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,0.15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1.5,0.15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.006,0.25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.00893,0.25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.004,0.25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1.5,0.25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.1,0.25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,0.25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.004,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.004,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.006,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.006,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.00878,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.00892,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.1,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.1,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1.5,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1.5,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.00876,0.6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.006,0.6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.004,0.6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,0.6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1.5,0.6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.004,1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.006,1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.01,1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.1,1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1.5,1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
2.5,1,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.004,1.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.01,1.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.006,1.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1.5,1.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.1,1.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,1.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
2.5,1.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.004,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.006,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.01,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.01501,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.025,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.04,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.06,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.1,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1.5,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
2.5,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.025,4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.04,4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.06,4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.1,4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1.5,4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
2.5,4,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
2.5,6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.4,6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.25,6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.6,6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1.5,6,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.4,10,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.6,10,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,10,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1.5,10,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
2.5,10,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.6,15,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.6,25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,25,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
1,40,0.001,0.00002,1000,1.8,0.07,0.25,0.025,I
0.4,2.5,0.001,0.00002,1000,1.8,0.07,0.5,0.025,DB
0.04003,2.5,0.001,0.00002,1000,1.8,0.07,0.5,0.025,DB
0.1,2.5,0.001,0.00002,1000,1.8,0.07,0.5,0.025,DB
0.25351,2.5,0.001,0.00002,1000,1.8,0.07,0.5,0.025,DB
0.06,2.5,0.001,0.00002,1000,1.8,0.07,0.5,0.025,DB
0.15,2.5,0.001,0.00002,1000,1.8,0.07,0.5,0.025,DB
0.6,2.5,0.001,0.00002,1000,1.8,0.07,0.5,0.025,DB
0.6,4,0.001,0.00002,1000,1.8,0.07,0.5,0.025,DB
1.5,4,0.001,0.00002,1000,1.8,0.07,0.5,0.025,DB
0.04003,4,0.001,0.00002,1000,1.8,0.07,0.5,0.025,DB
0.4,4,0.001,0.00002,1000,1.8,0.07,0.5,0.025,DB
1,4,0.001,0.00002,1000,1.8,0.07,0.5,0.025,DB
2.5,4,0.001,0.00002,1000,1.8,0.07,0.5,0.025,DB
0.006,6,0.001,0.00002,1000,1.8,0.07,0.5,0.025,SW
0.015,6,0.001,0.00002,1000,1.8,0.07,0.5,0.025,SW
0.004,6,0.001,0.00002,1000,1.8,0.07,0.5,0.025,SW
0.01,6,0.001,0.00002,1000,1.8,0.07,0.5,0.025,SW
0.01,10,0.001,0.00002,1000,1.8,0.07,0.5,0.025,SW
0.015,10,0.001,0.00002,1000,1.8,0.07,0.5,0.025,SW
0.006,10,0.001,0.00002,1000,1.8,0.07,0.5,0.025,SW
0.004,10,0.001,0.00002,1000,1.8,0.07,0.5,0.025,SW
0.025,10,0.001,0.00002,1000,1.8,0.07,0.5,0.025,SW
0.01,15,0.001,0.00002,1000,1.8,0.07,0.5,0.025,SW
0.015,15,0.001,0.00002,1000,1.8,0.07,0.5,0.025,SW
0.004,15,0.001,0.00002,1000,1.8,0.07,0.5,0.025,SW
0.006,15,0.001,0.00002,1000,1.8,0.07,0.5,0.025,SW
0.004,25,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.004,40,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.006,25,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.01,40,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.01,25,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.015,25,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.025,15,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.025,25,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.04,10,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.04,25,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.04,15,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.06,25,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.06,10,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.06,15,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.1,25,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.1,15,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.1,40,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
0.1,10,0.001,0.00002,1000,1.8,0.07,0.5,0.025,A
